ID	Name	ID	Buy Vol	Buy Avg	Buy Max	Buy Min	Buy StdDev	Buy Median	Buy Percentile	Sell Vol	Sell Avg	Sell Max	Sell Min	Sell StdDev	Sell Median	Sell Percentile
21021	Capital Power Generator	21021	251.00	8,300,010.34	8,300,014.76	8,300,001.00	5.55	8,300,013.76	8,300,014.76	798.00	10,524,737.29	12,999,999.00	10,196,997.90	563,368.79	10,196,997.98	10,196,997.93
21023	Capital Shield Emitter	21023	101.00	6,009,902.44	7,000,002.29	5,000,000.10	979,796.65	7,000,002.26	7,000,002.29	410.00	10,454,615.40	13,000,000.00	9,299,994.99	993,694.78	9,998,877.00	9,299,994.99
21025	Capital Jump Drive	21025	174.00	12,082,793.39	12,100,063.03	12,000,002.11	33,083.45	12,100,062.55	12,100,063.03	712.00	14,653,919.04	15,999,999.99	14,425,999.94	390,032.69	14,430,999.96	14,425,999.94
21027	Capital Cargo Bay	21027	723.00	6,523,939.34	7,647,651.04	3,500,000.18	1,309,741.26	7,511,933.00	7,647,651.04	869.00	10,793,864.71	14,211,922.13	8,599,958.89	2,336,284.36	9,399,480.37	8,599,960.67
21029	Capital Drone Bay	21029	360.00	4,729,446.00	5,010,040.28	4,000,001.00	290,355.89	5,010,001.70	5,010,003.70	402.00	8,486,442.14	9,950,000.00	7,999,997.98	612,441.28	7,999,999.00	7,999,997.98
21035	Capital Computer System	21035	544.00	5,809,149.37	5,900,177.79	5,389,898.91	218,035.04	5,900,177.46	5,900,177.79	908.00	10,105,732.78	15,000,000.00	7,199,999.65	1,560,124.86	8,989,928.34	8,871,021.44
21037	Capital Construction Parts	21037	2,193.00	7,724,295.81	8,300,000.00	3,500,000.16	1,689,476.32	7,865,500.02	8,300,000.00	2,194.00	9,675,945.33	15,000,000.00	8,665,000.00	2,216,117.04	8,784,999.76	8,780,836.99
21039	Capital Siege Array	21039	144.00	10,282,063.40	11,400,000.14	10,000,145.75	692,746.55	10,000,149.37	11,400,000.14	264.00	15,572,040.83	21,000,000.00	11,999,999.99	2,351,884.40	13,999,997.91	12,499,440.00
21041	Capital Launcher Hardpoint	21041	421.00	6,512,762.03	7,050,118.88	5,102,158.00	728,496.29	7,050,118.77	7,050,118.87	42.00	8,999,618.85	8,999,999.99	8,999,499.68	216.58	8,999,499.90	8,999,499.68
21073	Sleeper Split Cables	21073	17,740.00	1,003.39	1,013.01	1,000.83	4.72	1,001.00	1,008.77	2,390.00	190,518.83	450,000.00	44,994.40	101,224.07	253,126.43	47,478.49
21074	Talocan Sketch Books	21074	614.00	1,779,320.75	2,000,004.00	541,521.00	406,291.47	2,000,001.07	2,000,003.42	255.00	5,157,690.16	8,500,000.00	2,100,000.00	2,197,822.57	2,650,000.00	2,100,000.00
21075	Talocan Molecule Binder	21075	38,101.00	5,368.53	7,611.00	1,500.00	1,870.19	6,641.33	7,574.43	838.00	159,717.70	166,999.00	71,999.00	26,182.70	166,999.00	146,613.05
21076	Talocan Stasis Inverter	21076	2,870.00	153,109.18	166,006.00	150,001.00	7,087.72	150,001.01	163,582.31	606.00	363,707.45	799,998.99	280,006.00	143,480.61	353,709.49	351,908.53
21077	Talocan Info Shards	21077	104,250.00	22,913.81	26,000.01	10,001.03	5,509.89	16,517.02	23,038.87	427.00	142,158.43	699,999.00	34,949.99	181,681.16	49,998.99	34,998.60
21078	Talocan Reflective Sheets	21078	2,209.00	499,230.23	500,023.00	308,000.00	90,517.80	500,011.49	500,023.00	534.00	748,169.02	788,999.98	501,000.98	82,526.99	748,939.00	746,379.23
21079	Talocan Perpetual Clock	21079	21,469.00	23,855.85	37,018.01	21,013.26	5,633.38	23,009.63	36,928.29	612.00	459,344.06	597,998.99	95,000.00	186,207.38	466,953.00	412,896.61
21080	Talocan Solid Atomizer	21080	690.00	601,816.83	609,006.01	490,003.00	26,767.52	603,157.35	609,006.00	115.00	2,013,901.20	4,599,996.00	1,355,999.00	934,459.81	1,798,999.75	1,390,666.02
21081	Talocan Mechanical Gears	21081	3,260.00	226,749.39	232,001.00	61,000.01	73,761.16	232,000.50	232,001.00	1,448.00	439,024.61	1,198,883.07	399,001.00	208,015.23	412,997.13	412,484.59
21082	Talocan System Interface Unit	21082	822.00	476,306.91	807,001.10	125,000.00	214,303.49	602,000.00	807,001.10	383.00	4,302,954.17	12,498,999.91	1,000,000.00	1,976,256.45	4,097,493.00	1,114,999.43
21084	Talocan Mathematical Schematics	21084	690.00	313,630.90	408,010.00	60,002.00	137,708.48	408,010.00	408,010.00	677.00	2,658,454.03	4,999,999.98	494,999.99	1,039,542.38	2,495,553.99	615,674.72
21085	Talocan Automation Accounts	21085	11,319.00	172,066.60	300,000.11	165,001.00	41,523.04	165,110.00	259,861.50	808.00	1,067,460.56	3,000,000.00	549,999.00	477,941.78	1,129,498.48	634,804.98
21086	Talocan Partition Plates	21086	25,435.00	50,455.49	195,027.01	18,000.00	67,664.69	44,000.04	192,030.02	554.00	2,009,957.43	3,889,999.79	775,000.00	883,650.71	1,574,999.49	867,968.75
21087	Talocan Intricate Formulas	21087	8,549.00	24,182.62	27,005.00	23,024.00	1,632.56	23,112.00	27,002.79	1,164.00	203,849.89	699,999.99	90,000.00	168,332.37	246,495.00	114,823.50
21088	Talocan Stasis Deflector	21088	210.00	7,601,463.47	8,123,009.00	4,400,000.00	1,155,175.61	8,109,100.00	8,123,009.00	53.00	38,888,584.16	89,000,000.00	23,999,387.97	13,747,124.14	24,760,000.00	23,999,394.22
21089	Talocan Ignition Device	21089	52,459.00	69,362.04	75,006.01	34,107.42	12,333.48	69,996.53	70,047.24	210.00	206,822.51	248,999.00	94,999.99	57,054.98	192,249.95	94,999.99
21568	Sleeper Data Interface Protocol	21568	11,072.00	29,407.34	100,121.06	21,828.47	27,389.08	21,828.47	100,116.68	1,467.00	985,659.46	2,799,993.69	221,111.00	641,426.24	394,993.48	221,111.00
21569	Sleeper Profound Research Notes	21569	69.00	34,351,087.54	82,000,000.00	8,275,000.00	28,100,970.08	12,100,000.20	82,000,000.00	18.00	119,359,555.43	150,000,000.00	99,993,999.81	15,715,180.04	117,399,999.77	99,993,999.81
21570	Sleeper Manuscripts	21570	1,162.00	262,401.74	300,013.01	250,003.00	22,968.26	251,004.73	300,013.00	466.00	929,921.17	2,558,569.80	649,998.00	805,653.20	724,997.99	649,998.00
21571	Sleeper Technical Schematics	21571	6,660.00	21,662.60	24,007.00	21,604.88	1,200.78	21,604.88	21,836.46	4,040.00	147,194.27	450,000.00	66,665.00	114,543.62	72,833.00	66,666.00
21572	Sleeper Data Crystals	21572	3,150.00	35,018.44	35,023.00	35,018.25	2.05	35,018.25	35,018.44	2,709.00	570,914.05	1,700,004.35	155,021.00	465,711.44	277,984.96	237,478.76
21584	Sleeper Micro Circuits	21584	2,000.00	214,997.15	379,994.31	50,000.00	155,560.80	379,994.29	379,994.31	1,861.00	786,858.55	1,198,999.98	499,999.95	219,068.49	799,998.93	582,619.34
21585	Sleeper Cryo Batteries	21585	1,222.00	59,215.49	103,005.15	12,016.22	38,073.02	100,015.72	103,005.15	47.00	948,935.34	999,999.00	650,000.00	147,195.56	999,999.00	650,000.00
21586	Sleeper Virtual Energizer	21586	425.00	965,452.50	1,000,068.03	612,000.00	131,573.89	1,000,060.00	1,000,068.02	246.00	2,373,983.12	2,888,887.99	2,222,222.00	233,284.11	2,222,222.00	2,222,222.00
21587	Electronic Link	21587	3,450,000.00	31.74	50.46	2.01	22.14	50.26	50.46	1,482,576.00	1,413.30	2,099.98	70.29	569.58	1,491.00	767.74
21588	Spare Parts	21588	4,800,000.00	36.95	50.42	3.72	19.67	43.72	50.42	225,922.00	783.54	1,193.00	73.95	351.96	1,193.00	75.02
21589	Power Couplings	21589	2,750,000.00	60.37	100.85	2.00	44.35	100.67	100.85	1,248,409.00	1,511.99	1,751.00	130.00	441.71	1,751.00	163.57
21590	Armor Blocks	21590	2,270,000.00	104.25	258.02	5.01	106.25	111.00	258.02	672,459.00	2,105.41	2,127.00	280.00	645.96	2,127.00	2,105.41
21591	Computer Chips	21591	1,870,000.00	56.96	122.00	5.01	51.42	5.02	122.00	64,130.00	675.47	1,559.00	122.99	434.61	998.84	188.25
21592	Electric Conduit	21592	3,251,000.00	47.48	71.37	11.01	26.84	22.98	71.37	127,086.00	1,915.53	2,300.00	85.00	692.59	2,300.00	89.96
21593	Mechanic Parts	21593	2,610,000.00	50.52	51.06	1.03	19.85	51.00	51.06	233,186.00	849.26	996.53	75.00	262.91	996.53	246.68
21594	Energy Cells	21594	2,700,000.00	111.43	112.65	84.03	11.38	112.59	112.65	14,636.00	238.20	730.00	200.85	182.99	200.87	200.85
21595	Construction Alloy	21595	4,282,451.00	24.94	40.00	4.01	13.91	25.61	40.00	29,786.00	7,084.64	149,899.99	40.71	45,985.46	40.72	40.71
21596	Data Processor	21596	750,000.00	273.75	312.00	175.03	57.63	305.54	312.00	12,793.00	5,165.90	45,000.00	1,000.00	8,739.50	2,488.97	1,528.61
21719	Sleeper Hyperbooster	21719	165.00	4,566,706.36	5,000,014.00	1,000,290.00	1,308,931.29	5,000,009.13	5,000,014.00	31.00	64,096,771.47	149,999,999.98	20,999,998.99	42,037,001.17	24,999,993.50	20,999,999.00
21720	Sleeper Thermal Regulator	21720	1,151.00	556,656.82	650,085.00	220,006.00	137,091.17	600,028.00	650,082.61	205.00	2,927,527.21	5,000,000.00	2,222,221.00	851,311.75	2,989,965.16	2,222,221.83
21721	Sleeper Heat Nullifying Coil	21721	837.00	136,921.59	160,019.00	96,009.12	28,914.95	160,015.10	160,018.18	424.00	604,326.42	2,000,000.00	374,999.00	451,543.66	449,998.99	376,135.50
21722	Sleeper Nanite Cluster	21722	851.00	3,288,660.37	4,405,116.00	1,712,000.25	994,707.01	3,005,000.00	4,405,116.00	270.00	6,627,392.89	7,498,798.98	5,189,997.99	942,520.59	7,494,838.08	5,189,998.00
21723	Sleeper Reintegration Control	21723	763.00	210,715.41	250,051.00	100,000.00	54,135.80	250,044.20	250,051.00	188.00	3,451,942.20	7,999,999.98	1,300,000.00	1,588,926.31	2,500,157.99	1,729,999.99
21724	Guristas Heavy Weapon Console	21724	475.00	1,415,182.69	2,008,501.10	504,003.28	543,943.02	2,000,000.00	2,008,501.10	70.00	3,657,753.11	6,000,000.00	3,487,488.99	773,060.48	3,488,896.98	3,487,795.40
21725	Guristas Medium Weapon Console	21725	718.00	1,075,702.80	1,231,008.00	355,009.10	309,622.09	1,231,002.56	1,231,005.73	111.00	4,981,940.40	5,650,000.00	4,230,999.00	433,515.99	4,998,999.54	4,264,667.66
21726	Guristas Light Weapon Console	21726	1,742.00	588,434.48	1,326,005.00	150,001.01	396,615.69	281,004.04	1,326,005.00	194.00	4,473,874.57	9,999,880.00	3,298,000.00	1,357,672.41	3,899,900.00	3,627,778.48
21727	Guristas Gravity Focuser	21727	2,693.00	127,882.11	162,114.01	69,000.00	34,114.66	160,003.01	162,114.00	363.00	620,009.19	625,000.00	619,983.00	1,384.46	619,998.99	619,983.00
21728	Guristas Graviton Hardening	21728	2,053.00	173,692.08	319,006.00	60,248.10	81,375.42	75,125.09	319,005.11	244.00	1,456,406.81	5,700,000.00	774,999.98	1,281,605.73	1,199,998.98	777,999.96
21729	Angel Advanced Trigger Mechanism	21729	4,310.00	6,796.34	8,004.13	3,907.19	1,711.85	7,501.50	8,004.12	95.00	10,753,682.85	21,499,997.87	1,749,999.93	7,375,134.13	9,999,999.99	1,749,999.94
21730	Angel Standard Trigger Mechanism	21730	3,350.00	1,268.80	1,276.26	1,251.56	9.18	1,263.78	1,276.25	381.00	2,212,210.27	2,499,998.89	300,000.00	929,334.38	2,319,748.99	382,938.79
21731	Angel Simple Trigger Mechanism	21731	550.00	231,210.06	360,002.00	14,000.03	166,942.36	343,652.20	360,002.00	241.00	3,006,488.06	4,999,999.98	500,000.00	1,235,006.68	3,720,000.00	1,394,728.46
21732	Angel Spatial Analyzer	21732	615.00	489,595.18	800,003.00	150,001.00	304,539.86	675,016.05	800,003.00	188.00	3,294,563.57	4,000,000.00	2,799,999.98	497,625.64	2,899,990.00	2,883,158.21
21733	Angel Dynamic Calibrator	21733	272.00	5,722,861.38	6,525,898.01	2,950,000.01	1,476,692.78	6,021,456.00	6,525,898.01	12.00	19,083,332.67	20,000,000.00	18,999,997.00	433,013.42	19,500,000.00	18,999,997.00
22428	Redeemer	22428	49.00	822,864,474.25	836,788,002.66	750,000,054.46	24,646,764.77	835,540,516.75	836,788,002.66	56.00	988,270,094.12	1,206,518,515.88	898,699,999.96	116,666,009.01	911,996,995.74	898,699,999.96
22430	Sin	22430	27.00	856,599,343.03	863,000,001.00	843,000,030.00	6,899,251.63	861,100,001.02	863,000,001.00	105.00	986,677,009.14	1,197,999,999.88	913,499,986.00	66,289,411.38	964,999,999.98	913,499,986.35
22436	Widow	22436	21.00	940,566,639.86	977,033,000.02	700,000,000.00	65,904,821.35	974,750,000.55	977,033,000.02	49.00	1,088,979,953.03	1,356,000,000.00	1,018,899,998.99	101,363,326.50	1,029,390,776.33	1,018,899,999.86
22440	Panther	22440	32.00	821,693,559.19	833,000,331.63	785,000,063.91	16,974,221.86	833,000,000.00	833,000,316.92	53.00	938,725,749.27	1,005,000,000.00	902,997,995.93	39,515,444.91	954,854,499.99	902,997,995.94
22442	Eos	22442	16.00	301,230,164.57	304,002,000.65	282,500,004.72	5,584,620.91	304,001,000.96	304,002,000.65	129.00	369,894,028.41	397,999,999.99	330,870,999.00	19,743,855.30	364,500,000.00	330,890,427.56
22444	Sleipnir	22444	44.00	288,654,075.10	298,170,000.18	265,000,004.78	11,831,886.91	298,161,000.20	298,170,000.18	162.00	335,107,887.15	363,999,960.00	310,989,998.98	17,460,643.10	348,220,998.00	310,989,999.00
22446	Vulture	22446	9.00	301,033,666.81	301,701,000.01	300,000,000.09	724,120.80	301,501,000.02	301,701,000.01	115.00	392,373,611.40	479,000,000.00	336,778,888.88	37,453,037.35	397,778,963.79	336,783,147.31
22448	Absolution	22448	13.00	281,652,177.63	286,570,000.00	274,000,000.00	5,641,344.41	286,000,001.00	286,570,000.00	50.00	319,771,370.18	375,000,000.00	300,999,999.95	17,951,514.03	313,045,000.51	300,999,999.98
22452	Heretic	22452	165.00	40,491,491.24	41,016,081.00	30,000,000.00	1,740,578.27	41,012,000.80	41,016,080.34	174.00	57,277,896.05	58,999,999.99	54,936,997.91	1,388,961.41	57,999,999.99	54,936,997.92
22456	Sabre	22456	398.00	43,485,831.19	50,000,003.03	33,500,005.45	4,465,621.81	44,801,000.03	50,000,003.03	1,324.00	55,238,290.29	60,000,000.02	51,987,981.99	2,213,056.71	54,449,999.72	51,987,982.06
22460	Eris	22460	75.00	39,967,951.37	42,209,977.82	35,000,000.00	2,016,325.69	40,009,362.87	42,209,977.81	92.00	52,317,644.96	57,009,358.68	49,198,999.00	3,298,389.87	49,996,498.98	49,198,999.00
22464	Flycatcher	22464	136.00	54,798,150.23	60,000,045.05	41,010,296.31	5,215,807.20	56,003,606.38	60,000,045.00	166.00	63,696,941.21	69,999,999.00	61,996,992.95	2,123,003.28	64,298,999.98	61,996,993.00
22466	Astarte	22466	40.00	321,163,500.62	341,590,217.71	252,500,200.79	20,861,248.63	338,125,080.11	341,590,217.71	40.00	426,436,173.75	500,250,082.83	389,894,999.98	44,075,627.01	389,910,999.00	389,894,999.99
22468	Claymore	22468	33.00	277,468,305.35	299,023,000.00	228,200,173.18	24,119,374.25	294,302,500.51	299,023,000.00	27.00	354,214,926.32	399,000,000.00	322,240,000.02	23,289,164.01	355,000,000.01	325,606,500.01
22470	Nighthawk	22470	17.00	254,670,534.84	258,553,000.00	235,000,008.00	7,079,464.39	256,270,500.11	258,553,000.00	52.00	310,201,234.34	375,000,000.00	276,999,999.98	23,294,216.15	307,747,499.94	276,999,999.98
22474	Damnation	22474	37.00	261,516,166.98	268,769,000.00	236,000,003.02	9,230,166.92	266,306,778.70	268,768,874.50	86.00	325,461,626.16	349,999,999.01	302,999,998.00	14,045,786.33	321,999,998.99	312,846,149.46
22544	Hulk	22544	55.00	204,800,103.54	214,515,235.91	180,002,366.03	12,174,814.92	211,145,078.00	214,503,698.75	244.00	230,086,539.46	258,000,000.00	224,995,000.00	10,675,549.50	227,522,000.00	224,997,653.26
22546	Skiff	22546	63.00	157,206,431.76	158,265,000.15	153,003,002.01	1,493,827.19	158,000,000.03	158,265,000.13	221.00	173,804,296.57	204,004,999.20	170,999,000.04	7,413,799.33	173,899,889.95	170,999,000.04
22548	Mackinaw	22548	76.00	181,478,523.55	186,705,000.10	163,200,190.00	8,485,591.40	186,609,333.85	186,705,000.04	74.00	210,592,930.90	233,497,990.60	204,698,999.99	9,422,272.04	215,499,999.94	204,699,000.00
23128	Yan Jung Crystal Cylinder	23128	341.00	2,361,136.06	4,234,011.00	759,999.86	1,449,536.11	2,850,028.01	4,234,010.46	121.00	8,110,002.54	24,899,996.89	7,408,003.93	3,814,162.63	7,408,005.00	7,408,004.91
23129	Yan Jung Paradox Box	23129	764.00	195,952.17	204,717.00	100,000.00	27,679.21	204,708.00	204,717.00	238.00	474,335.87	1,173,900.00	280,711.00	216,242.83	429,493.90	378,068.66
23130	Yan Jung Thunder Kite	23130	386.00	541,699.46	600,028.20	198,027.01	115,566.31	600,015.00	600,028.20	10.00	1,954,800.11	2,499,997.18	1,749,999.96	344,168.49	1,749,999.96	1,749,999.96
23131	Yan Jung Void Machine	23131	11,129.00	6,279.16	55,253.25	750.01	21,801.26	750.01	55,253.03	557.00	585,899.62	1,400,000.00	79,999.93	356,140.81	474,747.57	169,785.53
23132	Yan Jung Tachyon Stetoscope	23132	118.00	24,109,549.01	33,500,003.05	10,000,000.00	8,323,936.76	27,000,011.50	33,500,003.05	24.00	50,824,999.43	57,000,000.00	38,950,003.04	7,432,039.26	53,999,999.90	38,950,003.04
23133	Takmahl Phrenic Appendix	23133	913.00	686,250.15	950,026.60	210,000.00	318,809.50	654,000.59	950,026.60	274.00	2,054,241.81	4,299,998.96	1,948,999.95	607,269.33	2,000,000.00	1,948,999.95
23134	Takmahl Dynamic Gauge	23134	426.00	5,201,663.20	7,800,115.12	2,500,019.02	1,904,014.17	5,100,139.00	7,466,725.31	130.00	17,003,736.03	27,000,000.00	8,999,999.00	4,656,451.33	18,999,999.00	9,846,153.75
23135	Takmahl Gyro Ballast	23135	5,873.00	8,691.83	21,014.00	7,008.00	5,801.15	7,101.00	21,013.67	860.00	244,819.98	1,221,998.99	139,998.99	342,985.41	139,999.00	139,999.00
23136	Takmahl Biodroid Controller	23136	659.00	84,851.96	85,068.00	82,001.91	936.93	85,056.06	85,068.00	802.00	544,393.28	1,070,000.00	185,060.00	259,215.86	611,001.80	409,201.37
23137	Takmahl Quantum Sphere	23137	309.00	11,632,813.18	12,665,279.56	6,000,000.16	2,121,912.19	12,665,279.56	12,665,279.56	39.00	30,705,594.68	68,749,999.99	12,665,279.57	16,193,305.71	29,719,999.97	12,665,279.57
23138	Yan Jung Null Shell	23138	14,450.00	15,961.94	457,028.36	12,036.13	140,515.39	12,036.13	49,164.34	1,007.00	3,192,282.39	4,999,975.00	1,899,998.27	956,248.29	3,497,199.86	1,899,998.74
23139	Yan Jung Glass Scale	23139	2,358.00	108,411.74	200,041.00	92,004.81	41,663.90	92,017.17	200,039.76	430.00	2,237,869.07	3,999,999.69	1,110,664.00	957,606.57	2,299,987.00	1,110,664.00
23140	Yan Jung Plenary Wire	23140	50,250.00	13,168.92	25,005.01	13,109.69	5,826.76	13,109.69	13,400.08	1,867.00	636,602.65	651,098.98	189,878.85	200,388.24	651,098.44	462,285.85
23141	Yan Jung Silk Armor	23141	2,171.00	44,194.24	44,453.01	44,000.01	148.42	44,153.51	44,453.01	72.00	307,244.89	700,000.00	180,000.00	145,549.06	298,998.97	195,999.19
23142	Yan Jung Nano Fabric	23142	1,150.00	25,007.26	25,009.01	25,007.00	0.95	25,007.00	25,009.01	407.00	194,390.37	619,999.94	75,000.00	169,431.41	99,999.98	99,734.30
23143	Takmahl Diamond Rod	23143	10,256.00	8,784.36	8,879.09	1,500.00	2,945.70	8,818.83	8,820.05	2,254.00	187,926.73	437,891.99	69,999.98	154,913.99	87,174.52	82,196.64
23144	Takmahl Cohere Cord	23144	16,083.00	8,944.99	14,251.49	7,815.38	2,881.65	7,831.78	11,192.16	1,540.00	73,424.71	100,000.00	39,999.98	23,883.85	99,999.99	40,859.54
23145	Takmahl Solid Mox	23145	23,540.00	58,925.80	75,001.52	32,204.07	14,885.44	62,500.02	62,828.68	1,851.00	489,319.91	749,999.00	110,000.00	201,991.74	374,697.50	259,389.87
23146	Takmahl Magnetic Slab	23146	6,120.00	27,226.82	30,118.00	25,006.92	1,572.68	26,503.96	30,116.88	1,513.00	207,893.27	384,107.18	110,000.00	80,263.39	209,501.07	202,152.60
23147	Takmahl Tri-polished Lens	23147	525.00	204,271.44	209,269.03	109,000.00	39,993.44	209,266.00	209,269.03	177.00	1,805,636.55	3,749,999.00	580,000.00	733,663.29	699,996.38	695,377.88
23148	Blood Raider Limited Ballistic Control	23148	4,200.00	26,584.60	28,003.00	25,026.54	1,402.25	26,513.64	28,001.26	374.00	622,651.81	1,639,986.94	199,950.00	398,548.06	339,998.00	285,941.13
23149	Blood Raider Regular Ballistic Control	23149	414.00	6,274,432.39	6,700,009.00	5,000,018.20	462,992.35	6,500,010.00	6,700,008.36	225.00	15,107,387.35	24,889,994.84	10,997,776.98	4,013,070.54	16,999,986.97	10,997,883.35
23150	Blood Raider Extreme Ballistic Control	23150	482.00	2,239,924.57	2,318,532.10	1,565,003.00	264,547.16	2,318,524.01	2,318,532.10	67.00	17,599,730.07	24,999,999.94	7,199,224.99	6,222,345.43	19,999,999.97	7,199,230.27
23151	Blood Raider Weapon Integration Unit	23151	2,430.00	23,382.48	25,505.00	21,164.98	1,760.09	25,001.04	25,504.34	184.00	1,790,015.49	1,973,999.00	1,776,997.90	50,836.81	1,790,000.00	1,776,997.90
23152	Blood Raider Power Redistributor	23152	271.00	12,997,419.45	20,300,001.00	3,900,000.01	4,691,360.80	11,527,702.52	20,268,421.91	75.00	36,703,458.91	94,999,999.97	25,000,000.00	12,661,340.91	33,500,000.00	26,400,000.00
23153	Serpentis Plain Target Guider	23153	1,114.00	144,229.15	200,023.00	110,012.13	38,640.79	110,021.20	200,022.12	115.00	1,362,086.63	2,249,999.55	1,199,999.99	250,883.41	1,349,999.00	1,342,714.24
23154	Serpentis Basic Target Guider	23154	338.00	7,266,672.51	8,700,003.15	1,751,000.10	1,947,366.77	8,700,000.05	8,700,003.15	129.00	23,651,161.20	50,000,000.01	13,000,000.00	13,643,827.71	14,999,998.96	14,249,998.01
23155	Serpentis Complex Target Guider	23155	2,345.00	85,593.12	356,707.00	1,000.00	137,449.14	102,254.99	356,407.05	372.00	1,303,517.01	2,000,000.00	1,119,998.00	254,363.12	1,179,000.00	1,119,998.93
23156	Serpentis 3D Scanner Gamut	23156	335.00	3,442,325.02	4,200,011.00	1,100,021.01	1,073,356.47	3,650,000.59	4,200,011.00	107.00	9,800,540.78	12,743,333.00	4,800,000.00	2,638,946.78	10,988,998.98	4,852,500.00
23157	Serpentis Multi-tasking Processor	23157	1,044.00	94,732.41	2,600,019.94	10,000.00	1,259,110.39	10,000.00	94,732.41	38.00	5,556,472.76	9,999,999.99	2,998,998.91	2,073,244.60	6,495,000.00	2,998,998.92
23158	Positron Cord	23158	4,050,000.00	23.94	36.54	12.01	11.27	16.08	36.54	38,345.00	208.17	489.98	91.95	116.99	171.88	94.12
23159	Auxiliary Parts	23159	4,500,000.00	46.40	60.60	37.85	10.38	40.05	60.60	268,974.00	1,244.97	2,953.00	60.92	858.67	1,000.00	382.83
23160	Force Cable	23160	3,500,000.00	34.67	50.23	3.01	19.63	23.01	50.23	506,743.00	899.67	907.00	50.24	224.85	907.00	899.67
23161	Elemental Crux	23161	3,700,000.00	22.35	28.14	16.04	4.40	19.19	28.14	70,682.00	8,157.19	19,000.00	74.94	3,636.69	10,000.00	804.50
23162	Analog Panel	23162	2,100,000.00	117.08	132.00	4.01	46.41	130.30	132.00	20,674.00	32,973.00	130,000.00	223.96	29,049.02	21,900.00	225.75
23163	Current Amplifier	23163	3,100,000.00	73.74	75.57	62.50	4.81	75.35	75.57	505,438.00	9,885.17	20,000.00	299.97	4,448.97	14,993.43	9,884.64
23164	Second-hand Parts	23164	1,400,000.00	45.15	45.16	45.13	0.01	45.14	45.16	6,392.00	631.18	1,999.99	244.00	704.29	297.00	244.29
23165	Heat Depressor	23165	2,100,000.00	29.67	41.05	17.25	10.20	28.79	41.05	124,778.00	20,231.01	53,098.99	87.98	12,569.87	24,949.98	91.10
23166	Internal Bulkhead	23166	2,005,000.00	50.78	51.04	38.08	5.11	50.65	51.04	8,898.00	650.25	2,046.99	54.64	508.67	699.92	54.64
23167	Mainframe Bit	23167	2,250,000.00	25.41	26.22	18.04	3.24	26.09	26.22	2,724.00	6,938.79	20,000.00	45.10	6,133.75	7,996.00	2,202.99
23168	Yan Jung Info Matrix	23168	2,678.00	104,414.82	110,038.00	96,001.02	5,088.75	110,024.00	110,037.04	288.00	359,461.56	500,000.00	262,000.00	64,012.59	280,000.00	269,325.85
23169	Yan Jung Vellum Etch	23169	1,728.00	46,990.85	82,599.00	22,502.00	16,905.86	22,502.00	82,598.05	426.00	593,412.25	612,713.77	485,000.00	42,381.01	612,713.77	488,815.54
23170	Yan Jung Trigonometric Laws	23170	13,130.00	28,226.26	29,475.01	21,300.05	3,269.43	29,470.50	29,474.12	3,098.00	108,618.41	1,419,998.27	78,000.00	451,668.24	79,999.01	79,998.03
23171	Yan Jung Semiotic Theory	23171	2,839.00	28,404.99	32,766.00	24,011.00	3,697.95	27,014.91	32,765.34	491.00	284,891.21	424,013.00	199,000.00	47,222.24	280,000.00	264,970.46
23172	Yan Jung Singularity Fact Sheet	23172	92.00	15,179,392.39	18,000,023.00	5,600,000.10	3,181,531.43	15,800,016.50	18,000,023.00	53.00	42,343,376.69	49,999,999.00	33,499,997.99	5,146,703.59	42,949,999.35	33,499,997.99
23173	Takmahl Binary Texts	23173	7,700.00	4,008.38	4,012.55	4,000.01	6.11	4,012.39	4,012.40	89.00	70,724.61	379,999.97	26,999.99	120,876.95	85,000.00	27,399.19
23174	Takmahl Fractal Sheet	23174	949.00	904,455.99	1,812,000.00	76,000.16	590,673.95	601,000.00	1,804,203.43	129.00	4,641,798.00	9,999,890.00	2,999,000.00	1,441,054.04	4,445,949.00	4,355,507.53
23175	Takmahl Centrifugal Primer	23175	11,628.00	55,725.11	130,015.02	44,450.97	34,822.49	44,450.97	130,007.90	4,496.00	450,660.97	499,999.99	379,998.00	47,496.01	478,993.15	379,998.00
23176	Takmahl Geometric Design	23176	5,568.00	32,018.36	32,031.01	32,014.09	6.53	32,017.46	32,029.76	1,403.00	334,756.42	580,000.00	229,989.99	131,327.27	300,002.58	229,990.00
23177	Takmahl Astral Treatment	23177	295.00	5,134,714.92	5,140,004.00	4,900,001.00	74,871.23	5,140,003.02	5,140,003.47	35.00	8,254,284.97	10,000,000.00	7,449,998.98	984,835.37	8,799,999.50	7,449,998.98
23757	Archon	23757	13.00	1,022,833,705.90	1,200,202,178.21	952,150,701.00	112,568,760.77	954,080,053.00	1,200,202,178.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00
23911	Thanatos	23911	13.00	1,201,507,823.40	1,206,310,300.21	1,175,000,000.00	12,465,603.27	1,206,299,020.44	1,206,310,300.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00
23915	Chimera	23915	11.00	1,173,054,341.42	1,200,862,022.32	1,150,000,000.00	17,050,886.92	1,171,685,000.00	1,200,862,022.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00
